@RELATION	sentence_emotions

@ATTRIBUTE	sentence string
@ATTRIBUTE	emosi  { disgust , fear , happy , sad , surprise , angry }

@DATA
' there \' s nothing like warm snow.  After my Conservation course, I ran into Meg, and we both were enamoured by the gorgeously warm snow.  Big-Time-Happy Hearts day to everyone.  The Shippensburg University band was selling lolipops- happened to have my favorite flavor, I had to indulge in a little taste of Cotton Candy. ' , happy
' Found my Carpenters music. Listened to said Carpenters music. I feel better. Of course, now I want to sing their harmony styles.   \' And so I \' ll say goodbye to love... ' , happy
' I am getting my baby a gift a rather attractive one at that. Just a little somethn to show her as being mine *grins* Here she be  http://www.stormyleather.com/product.as p?0=298&1=320&3=32 ' , happy
' I went to Walmart tonight to pick up some stuff for my big music apprec project, and found The Postal Service \' s  \' We Will Become Silhouettes \'  single in the CD section !   I love that song so damn much.  (It \' s always a surprise to find stuff like that at Walmart, too.)  Also:  I have reached over 10,000 songs listened to on my  Audioscrobbler  !   Wow I \' ve sat on the computer a lot.  :/ ' , happy
' pictures of me suck. I was just going to change mine, and couldn \' t find one that I liked, so I just took off any pictures. ' , happy
' the last few days have been awesome  wild time with rach......... piercing and tattoo party time with geri........ beer pong w/ brett and billy in my basement !  crazy time with sasha....... finding a new spot quality time with family.... seeing my favorite show  what more could i ask for??   keep the good times rollin \'   ~LRR ' , happy
' Who are your Celebrity Parents? by opp_girl_4_tp      Your Name           Your Mom    Jennifer Lopez      Your Dad    Ozzy Osbourne             Created with    quill18   \' s   MemeGen   ! ' , happy
' Happy Birthday Girlie !   Hope you have a WONDERFUL Birthday !  :)   (*thanks to DivaChickie for the tip ! *) ' , happy
' Going out to buy car mats. I want to play with car all the time. I like the car. Going to buy nice presents for the car :D ' , happy
' She was just born a few minutes ago. She \' s about a month premature, but aside form being small (6lbs, 5oz) she is in perfect health. ' , happy
' so many negative things happend this month....  such as: car getting fucked, insurance going up, getting sued for 500 dollars, getting 2 tickets, not having car, and fighting with krissy a little.   Some good things happend too... such as: getting job at Farmer Jack, up north, and hopefully no more fighting. ' , happy
' I woke up around 10 this morning got cleaned up and started putting more clothes away and around 1 or so maybe a little after I started talking to Bridget which was cool because,it \' s been awhile since I have talked to her but,the best part is when she came over.Alright I don \' t know what else to say so I am gonna get going and maybe I will update later. peace out  Kelly ' , happy
' I am here at my mall...Fingerlakes. I still can \' t believe that they have wireless internet. People stare at Shaun and I becuase Shaun and I are the only ones with computers here. Well I am gonna go and check my email. Hope everyone is having a good day.  Ps...Punky Brewster season 2 is coming out the 8th of next month. ' , happy
' Septn the day with Aimee, Megan, Breanne, and I got to meet Rich. Twas fun, I \' m glad I didn \' t go up to Minnesota today (don \' t worry Walker, I \' ll be there tomorrow ! ). We played some DDR and met up at The VIne. Afterwards we went to my place and watched some of my Furfest DVD (Rich is a furry XD) and played some Karaoke Revolution 3. Yay more fun. So today was pretty cool for me. :P ' , happy
' I don \' t think I \' ve ever done a rec before, though I \' ve certainly benefited from them, but here \' s mine. ' , happy
' Last night we ordered pizza and watched 4 or 5 episodes of Sex and the City. It was fun !  I never get tired of Sex and the City. Tonight I think we are going out to dinner with Lisa \' s friend Stacey. Maybe after we will come back and watch a movie. Tomorrow I think we are seeing Lindsay again and watching some more Sex and the City !    Hmmm. I thought I had more to write about ! ' , happy
' well this is my last post for this term, i wont be back till after the new years well i hope you gusy have a good holiday and a grate new year  cya in Jan  ~Rap ' , happy
' I pierced Zach \' s ear a few hours ago ^.^ (With some help from Elliot who aided me in pushing the needle all the way through because I was way too afraid to hurt him)  =D  &lt;3333333  aannndd I have a bunch of pictures, new mac makeup, and other random crap since zach came back but I \' m too lazy to post now. wheeeeeeee. ' , happy
' I \' ve decided to shut up and be in a good mood.&nbsp;&nbsp; I just might  make it  in this crazy world afterall, if I survive Hebrew that is.&nbsp; Ani yodat evrit, ani yodat evrit ! &nbsp; Ken, ken ! &nbsp; Haha, I \' m just gonna smile right now, cuz its more fun that way.&nbsp;  Happy days  ... for real, kiddo. ' , happy
' man, i am so not a fan of the emotional state i \' m in. hard to describe. i kinda feel like a supporting actor. and hell, even jacob carter had a symbiote.  i most likely won \' t be around for a while. later. ' , happy
' I just finished my first major project for Digital Imaging !  Yay !  Here \' s a link to it:  http://www.deviantart.com/deviation/549 8714/   I \' m still on a high from yesterday \' s Toonami announcement. ^_^ ' , happy
' not much to say, but school sucks with the block schedules on wednesdays and thursdays....each class is 2 hrs long....aiya...anyways Happy MOON FESTIVAL !  !  !  get to eat mooncake !  !  !  oh yeah i got a  \' live strong \'  bracelet: ' , happy
' Alright, I was going to make this heartfelt jounral entry about something... but I just got my chinese food !  lol ' , happy
' Luckiest guy alive...great weekend with Vanessa and her parents, all so accepting and nice and caring.  And you are one of a kind !  !  !  !   :-D  Bellows, tell your aide to die next time he/she bitches at you to get in bed.  And Donno, Manny \' s email reminded me of you. ' , happy
' oh yeh by the by, forgot to say that am going to milton keynes snow dome on the 6th for a lesson, just that peeps was saying they might wanna come... ' , happy
' Dave :)..you \' ve now turned 22 so...well...at least it \' s palindromic :) Hope you have had a wonderful day ' , happy
' Mandy(ty) ...not sure how often you read these, but it should still be known to all, hehe. May you have a wonderful day :) ' , happy
' EVAN POWERS a HAPPY BIRTHDAY...welcome to the realm of gamblers and alcohols buyers, hehe...may you have a wonderful day ' , happy
' My devotion to the internet has faltered, but luckily my apartment is finally wired for high speed cable internet. The technician comes Monday to set it all up.  Yippee !   DSL blows ass ' , happy
' I have to give my parents credit. Today was their 39th wedding anniversary. I can \' t imagine being that old, and with someone that long.   Pretty neato ' , happy
' Everybody, come to my   Graphic Guestbook  !   You can make an entry by clicking on the  \' neue Seite eintragen \'  button down left on the page. And please draw me something !  :D Anything. Please?  The first one gets a cookie !  :D ' , happy
' Well, I may not have saved the bunny, but I saved a birdy !  My cat brought in a little field sparrow, but it wouldn \' t fly away, so I put it in a little box in my room for about an hour, and then it flew away. :) That made me happy. ' , happy
' Happy Birthday, Tonks !    I hope you have a lovely day !   I miss our chats, hopefully Ginny and I can get together with you soon ! ' , happy
' Happy Birthday, Luna !     I \' ve a small gift for you, nothing much really, but I \' ll give it to you at lunch, okay? ' , happy
' Today I had a productive day, w00t ! &nbsp; So what did I do, you are all clamouring to know, well sit down nice-like and I shall tell. ' , happy
' 00060672    here are the photos of me wearing the belty you wanted !  Sorry it tooks ages... oh and they \' re here as I don \' t have your new email addy. (THANKS AGAIN DARLS !  ! )            ... ' , happy
' things are going good. lots of work and school. just got done with my government test. oh yeah, and me and jennifer are going out now. time for more work. yay. ' , happy
' American Idol is on tonight !  No more auditions- we are down to the competition !   Hollywood, California !   And once more- cheer for Ian !  If you \' ve forgotten what he looks like, I \' m posting the pic from his AI audition. ' , happy
' *sings*  Happy birthday to you, Happy birthday to you, Happy birthday dear sariyuki, Happy birthday to you.  just so you all know IT IS SARIYUKI \' S BIRTHDAY (Or was I \' m not 100% sure but it \' s the thought that counts) so everyone make sure you say happy birthday to her K? ' , happy
' Hiya !   HAd the interview this morning, it went very well the head was very positive and has asked me to spent friday at the school, and by the end of fri i will know if i got the job or not !   Dont know if i mentioned it but while in Worcester on sat i met a nice young man, dont wanna say too much cos i usually jinx it if i do but, yeah is all i can say !  !  ! ' , happy
